"subject_id","itemA","itemB","freesort_distance","trial_type_order","domain_itemA","domain_itemB"
"subj_28","jump up and down","feel scared",0.87,"causal_pairs_second","action","body"
"subj_28","get sick","feel scared",0.32,"causal_pairs_second","body","body"
"subj_28","hear something","feel scared",0.69,"causal_pairs_second","mind","body"
"subj_28","reach for something","feel scared",0.75,"causal_pairs_second","action","body"
"subj_28","get tired","feel scared",0.52,"causal_pairs_second","body","body"
"subj_28","sit down","feel scared",0.84,"causal_pairs_second","action","body"
"subj_28","experience pain","feel scared",0.16,"causal_pairs_second","body","body"
"subj_28","choose what to do","feel scared",0.55,"causal_pairs_second","mind","body"
"subj_28","see something","feel scared",0.7,"causal_pairs_second","mind","body"
"subj_28","remember something","feel scared",0.61,"causal_pairs_second","mind","body"
"subj_28","become hungry","feel scared",0.73,"causal_pairs_second","body","body"
"subj_28","think about something","feel scared",0.49,"causal_pairs_second","mind","body"
"subj_28","kick something","feel scared",0.75,"causal_pairs_second","action","body"
"subj_28","take a walk","get tired",0.55,"causal_pairs_second","action","body"
"subj_28","jump up and down","get tired",0.52,"causal_pairs_second","action","body"
"subj_28","get sick","get tired",0.67,"causal_pairs_second","body","body"
"subj_28","hear something","get tired",0.18,"causal_pairs_second","mind","body"
"subj_28","reach for something","get tired",0.57,"causal_pairs_second","action","body"
"subj_28","feel scared","get tired",0.52,"causal_pairs_second","body","body"
"subj_28","sit down","get tired",0.31,"causal_pairs_second","action","body"
"subj_28","experience pain","get tired",0.57,"causal_pairs_second","body","body"
"subj_28","choose what to do","get tired",0.05,"causal_pairs_second","mind","body"
"subj_28","see something","get tired",0.16,"causal_pairs_second","mind","body"
"subj_28","remember something","get tired",0.2,"causal_pairs_second","mind","body"
"subj_28","become hungry","get tired",0.21,"causal_pairs_second","body","body"
"subj_28","think about something","get tired",0.13,"causal_pairs_second","mind","body"
"subj_28","kick something","get tired",0.58,"causal_pairs_second","action","body"
"subj_28","take a walk","sit down",0.67,"causal_pairs_second","action","action"
"subj_28","jump up and down","sit down",0.6,"causal_pairs_second","action","action"
"subj_28","get sick","sit down",1,"causal_pairs_second","body","action"
"subj_28","hear something","sit down",0.15,"causal_pairs_second","mind","action"
"subj_28","reach for something","sit down",0.75,"causal_pairs_second","action","action"
"subj_28","feel scared","sit down",0.84,"causal_pairs_second","body","action"
"subj_28","get tired","sit down",0.31,"causal_pairs_second","body","action"
"subj_28","experience pain","sit down",0.9,"causal_pairs_second","body","action"
"subj_28","choose what to do","sit down",0.27,"causal_pairs_second","mind","action"
"subj_28","see something","sit down",0.14,"causal_pairs_second","mind","action"
"subj_28","remember something","sit down",0.28,"causal_pairs_second","mind","action"
"subj_28","become hungry","sit down",0.1,"causal_pairs_second","body","action"
"subj_28","think about something","sit down",0.35,"causal_pairs_second","mind","action"
"subj_28","kick something","sit down",0.77,"causal_pairs_second","action","action"
"subj_28","take a walk","experience pain",0.74,"causal_pairs_second","action","body"
"subj_28","jump up and down","experience pain",0.8,"causal_pairs_second","action","body"
"subj_28","get sick","experience pain",0.14,"causal_pairs_second","body","body"
"subj_28","hear something","experience pain",0.76,"causal_pairs_second","mind","body"
"subj_28","reach for something","experience pain",0.64,"causal_pairs_second","action","body"
"subj_28","feel scared","experience pain",0.16,"causal_pairs_second","body","body"
"subj_28","get tired","experience pain",0.57,"causal_pairs_second","body","body"
"subj_28","sit down","experience pain",0.9,"causal_pairs_second","action","body"
"subj_28","choose what to do","experience pain",0.62,"causal_pairs_second","mind","body"
"subj_28","see something","experience pain",0.75,"causal_pairs_second","mind","body"
"subj_28","remember something","experience pain",0.7,"causal_pairs_second","mind","body"
"subj_28","become hungry","experience pain",0.8,"causal_pairs_second","body","body"
"subj_28","think about something","experience pain",0.58,"causal_pairs_second","mind","body"
"subj_28","kick something","experience pain",0.64,"causal_pairs_second","action","body"
"subj_28","take a walk","choose what to do",0.6,"causal_pairs_second","action","mind"
"subj_28","jump up and down","choose what to do",0.57,"causal_pairs_second","action","mind"
"subj_28","get sick","choose what to do",0.73,"causal_pairs_second","body","mind"
"subj_28","hear something","choose what to do",0.12,"causal_pairs_second","mind","mind"
"subj_28","reach for something","choose what to do",0.63,"causal_pairs_second","action","mind"
"subj_28","feel scared","choose what to do",0.55,"causal_pairs_second","body","mind"
"subj_28","get tired","choose what to do",0.05,"causal_pairs_second","body","mind"
"subj_28","sit down","choose what to do",0.27,"causal_pairs_second","action","mind"
"subj_28","experience pain","choose what to do",0.62,"causal_pairs_second","body","mind"
"subj_28","see something","choose what to do",0.14,"causal_pairs_second","mind","mind"
"subj_28","remember something","choose what to do",0.14,"causal_pairs_second","mind","mind"
"subj_28","become hungry","choose what to do",0.16,"causal_pairs_second","body","mind"
"subj_28","think about something","choose what to do",0.09,"causal_pairs_second","mind","mind"
"subj_28","kick something","choose what to do",0.64,"causal_pairs_second","action","mind"
"subj_28","take a walk","see something",0.57,"causal_pairs_second","action","mind"
"subj_28","jump up and down","see something",0.52,"causal_pairs_second","action","mind"
"subj_28","get sick","see something",0.85,"causal_pairs_second","body","mind"
"subj_28","hear something","see something",0.08,"causal_pairs_second","mind","mind"
"subj_28","reach for something","see something",0.63,"causal_pairs_second","action","mind"
"subj_28","feel scared","see something",0.7,"causal_pairs_second","body","mind"
"subj_28","get tired","see something",0.16,"causal_pairs_second","body","mind"
"subj_28","sit down","see something",0.14,"causal_pairs_second","action","mind"
"subj_28","experience pain","see something",0.75,"causal_pairs_second","body","mind"
"subj_28","choose what to do","see something",0.14,"causal_pairs_second","mind","mind"
"subj_28","remember something","see something",0.21,"causal_pairs_second","mind","mind"
"subj_28","become hungry","see something",0.07,"causal_pairs_second","body","mind"
"subj_28","think about something","see something",0.24,"causal_pairs_second","mind","mind"
"subj_28","kick something","see something",0.65,"causal_pairs_second","action","mind"
"subj_28","take a walk","remember something",0.76,"causal_pairs_second","action","mind"
"subj_28","jump up and down","remember something",0.72,"causal_pairs_second","action","mind"
"subj_28","get sick","remember something",0.83,"causal_pairs_second","body","mind"
"subj_28","hear something","remember something",0.13,"causal_pairs_second","mind","mind"
"subj_28","reach for something","remember something",0.79,"causal_pairs_second","action","mind"
"subj_28","feel scared","remember something",0.61,"causal_pairs_second","body","mind"
"subj_28","get tired","remember something",0.2,"causal_pairs_second","body","mind"
"subj_28","sit down","remember something",0.28,"causal_pairs_second","action","mind"
"subj_28","experience pain","remember something",0.7,"causal_pairs_second","body","mind"
"subj_28","choose what to do","remember something",0.14,"causal_pairs_second","mind","mind"
"subj_28","see something","remember something",0.21,"causal_pairs_second","mind","mind"
"subj_28","become hungry","remember something",0.18,"causal_pairs_second","body","mind"
"subj_28","think about something","remember something",0.11,"causal_pairs_second","mind","mind"
"subj_28","kick something","remember something",0.8,"causal_pairs_second","action","mind"
"subj_28","take a walk","become hungry",0.66,"causal_pairs_second","action","body"
"subj_28","jump up and down","become hungry",0.6,"causal_pairs_second","action","body"
"subj_28","get sick","become hungry",0.9,"causal_pairs_second","body","body"
"subj_28","hear something","become hungry",0.03,"causal_pairs_second","mind","body"
"subj_28","reach for something","become hungry",0.71,"causal_pairs_second","action","body"
"subj_28","feel scared","become hungry",0.73,"causal_pairs_second","body","body"
"subj_28","get tired","become hungry",0.21,"causal_pairs_second","body","body"
"subj_28","sit down","become hungry",0.1,"causal_pairs_second","action","body"
"subj_28","experience pain","become hungry",0.8,"causal_pairs_second","body","body"
"subj_28","choose what to do","become hungry",0.16,"causal_pairs_second","mind","body"
"subj_28","see something","become hungry",0.07,"causal_pairs_second","mind","body"
"subj_28","remember something","become hungry",0.18,"causal_pairs_second","mind","body"
"subj_28","think about something","become hungry",0.24,"causal_pairs_second","mind","body"
"subj_28","kick something","become hungry",0.73,"causal_pairs_second","action","body"
"subj_28","take a walk","think about something",0.69,"causal_pairs_second","action","mind"
"subj_28","jump up and down","think about something",0.67,"causal_pairs_second","action","mind"
"subj_28","get sick","think about something",0.7,"causal_pairs_second","body","mind"
"subj_28","hear something","think about something",0.19,"causal_pairs_second","mind","mind"
"subj_28","reach for something","think about something",0.7,"causal_pairs_second","action","mind"
"subj_28","feel scared","think about something",0.49,"causal_pairs_second","body","mind"
"subj_28","get tired","think about something",0.13,"causal_pairs_second","body","mind"
"subj_28","sit down","think about something",0.35,"causal_pairs_second","action","mind"
"subj_28","experience pain","think about something",0.58,"causal_pairs_second","body","mind"
"subj_28","choose what to do","think about something",0.09,"causal_pairs_second","mind","mind"
"subj_28","see something","think about something",0.24,"causal_pairs_second","mind","mind"
"subj_28","remember something","think about something",0.11,"causal_pairs_second","mind","mind"
"subj_28","become hungry","think about something",0.24,"causal_pairs_second","body","mind"
"subj_28","kick something","think about something",0.71,"causal_pairs_second","action","mind"
"subj_28","take a walk","kick something",0.13,"causal_pairs_second","action","action"
"subj_28","jump up and down","kick something",0.24,"causal_pairs_second","action","action"
"subj_28","get sick","kick something",0.59,"causal_pairs_second","body","action"
"subj_28","hear something","kick something",0.73,"causal_pairs_second","mind","action"
"subj_28","reach for something","kick something",0,"causal_pairs_second","action","action"
"subj_28","feel scared","kick something",0.75,"causal_pairs_second","body","action"
"subj_28","get tired","kick something",0.58,"causal_pairs_second","body","action"
"subj_28","sit down","kick something",0.77,"causal_pairs_second","action","action"
"subj_28","experience pain","kick something",0.64,"causal_pairs_second","body","action"
"subj_28","choose what to do","kick something",0.64,"causal_pairs_second","mind","action"
"subj_28","see something","kick something",0.65,"causal_pairs_second","mind","action"
"subj_28","remember something","kick something",0.8,"causal_pairs_second","mind","action"
"subj_28","become hungry","kick something",0.73,"causal_pairs_second","body","action"
"subj_28","think about something","kick something",0.71,"causal_pairs_second","mind","action"
"subj_29","think about something","jump up and down",0.72,"causal_pairs_second","mind","action"
"subj_29","get tired","jump up and down",0.6,"causal_pairs_second","body","action"
"subj_29","choose what to do","jump up and down",0.85,"causal_pairs_second","mind","action"
"subj_29","sit down","jump up and down",0.05,"causal_pairs_second","action","action"
"subj_29","get sick","jump up and down",0.57,"causal_pairs_second","body","action"
"subj_29","take a walk","jump up and down",0.03,"causal_pairs_second","action","action"
"subj_29","reach for something","jump up and down",0.03,"causal_pairs_second","action","action"
"subj_29","remember something","jump up and down",0.73,"causal_pairs_second","mind","action"
"subj_29","kick something","jump up and down",0.02,"causal_pairs_second","action","action"
"subj_29","experience pain","jump up and down",0.52,"causal_pairs_second","body","action"
"subj_29","become hungry","jump up and down",0.69,"causal_pairs_second","body","action"
"subj_29","feel scared","jump up and down",0.46,"causal_pairs_second","body","action"
"subj_29","hear something","jump up and down",0.84,"causal_pairs_second","mind","action"
"subj_29","see something","jump up and down",0.87,"causal_pairs_second","mind","action"
"subj_29","jump up and down","think about something",0.72,"causal_pairs_second","action","mind"
"subj_29","get tired","think about something",0.54,"causal_pairs_second","body","mind"
"subj_29","choose what to do","think about something",0.02,"causal_pairs_second","mind","mind"
"subj_29","sit down","think about something",0.77,"causal_pairs_second","action","mind"
"subj_29","get sick","think about something",0.4,"causal_pairs_second","body","mind"
"subj_29","take a walk","think about something",0.7,"causal_pairs_second","action","mind"
"subj_29","reach for something","think about something",0.84,"causal_pairs_second","action","mind"
"subj_29","remember something","think about something",0.04,"causal_pairs_second","mind","mind"
"subj_29","kick something","think about something",0.85,"causal_pairs_second","action","mind"
"subj_29","experience pain","think about something",0.6,"causal_pairs_second","body","mind"
"subj_29","become hungry","think about something",0.46,"causal_pairs_second","body","mind"
"subj_29","feel scared","think about something",0.48,"causal_pairs_second","body","mind"
"subj_29","hear something","think about something",0.03,"causal_pairs_second","mind","mind"
"subj_29","see something","think about something",0.12,"causal_pairs_second","mind","mind"
"subj_29","jump up and down","get tired",0.6,"causal_pairs_second","action","body"
"subj_29","think about something","get tired",0.54,"causal_pairs_second","mind","body"
"subj_29","choose what to do","get tired",0.64,"causal_pairs_second","mind","body"
"subj_29","sit down","get tired",0.52,"causal_pairs_second","action","body"
"subj_29","get sick","get tired",0.03,"causal_pairs_second","body","body"
"subj_29","take a walk","get tired",0.7,"causal_pairs_second","action","body"
"subj_29","reach for something","get tired",0.74,"causal_pairs_second","action","body"
"subj_29","remember something","get tired",0.41,"causal_pairs_second","mind","body"
"subj_29","kick something","get tired",0.67,"causal_pairs_second","action","body"
"subj_29","experience pain","get tired",0,"causal_pairs_second","body","body"
"subj_29","become hungry","get tired",0.02,"causal_pairs_second","body","body"
"subj_29","feel scared","get tired",0.04,"causal_pairs_second","body","body"
"subj_29","hear something","get tired",0.55,"causal_pairs_second","mind","body"
"subj_29","see something","get tired",0.49,"causal_pairs_second","mind","body"
"subj_29","jump up and down","choose what to do",0.85,"causal_pairs_second","action","mind"
"subj_29","think about something","choose what to do",0.02,"causal_pairs_second","mind","mind"
"subj_29","get tired","choose what to do",0.64,"causal_pairs_second","body","mind"
"subj_29","sit down","choose what to do",0.9,"causal_pairs_second","action","mind"
"subj_29","get sick","choose what to do",0.5,"causal_pairs_second","body","mind"
"subj_29","take a walk","choose what to do",0.82,"causal_pairs_second","action","mind"
"subj_29","reach for something","choose what to do",0.96,"causal_pairs_second","action","mind"
"subj_29","remember something","choose what to do",0.12,"causal_pairs_second","mind","mind"
"subj_29","kick something","choose what to do",0.98,"causal_pairs_second","action","mind"
"subj_29","experience pain","choose what to do",0.71,"causal_pairs_second","body","mind"
"subj_29","become hungry","choose what to do",0.55,"causal_pairs_second","body","mind"
"subj_29","feel scared","choose what to do",0.59,"causal_pairs_second","body","mind"
"subj_29","hear something","choose what to do",0,"causal_pairs_second","mind","mind"
"subj_29","see something","choose what to do",0.12,"causal_pairs_second","mind","mind"
"subj_29","jump up and down","sit down",0.05,"causal_pairs_second","action","action"
"subj_29","think about something","sit down",0.77,"causal_pairs_second","mind","action"
"subj_29","get tired","sit down",0.52,"causal_pairs_second","body","action"
"subj_29","choose what to do","sit down",0.9,"causal_pairs_second","mind","action"
"subj_29","get sick","sit down",0.52,"causal_pairs_second","body","action"
"subj_29","take a walk","sit down",0.2,"causal_pairs_second","action","action"
"subj_29","reach for something","sit down",0.14,"causal_pairs_second","action","action"
"subj_29","remember something","sit down",0.75,"causal_pairs_second","mind","action"
"subj_29","kick something","sit down",0.04,"causal_pairs_second","action","action"
"subj_29","experience pain","sit down",0.43,"causal_pairs_second","body","action"
"subj_29","become hungry","sit down",0.63,"causal_pairs_second","body","action"
"subj_29","feel scared","sit down",0.4,"causal_pairs_second","body","action"
"subj_29","hear something","sit down",0.88,"causal_pairs_second","mind","action"
"subj_29","see something","sit down",0.89,"causal_pairs_second","mind","action"
"subj_29","jump up and down","get sick",0.57,"causal_pairs_second","action","body"
"subj_29","think about something","get sick",0.4,"causal_pairs_second","mind","body"
"subj_29","get tired","get sick",0.03,"causal_pairs_second","body","body"
"subj_29","choose what to do","get sick",0.5,"causal_pairs_second","mind","body"
"subj_29","sit down","get sick",0.52,"causal_pairs_second","action","body"
"subj_29","take a walk","get sick",0.64,"causal_pairs_second","action","body"
"subj_29","reach for something","get sick",0.71,"causal_pairs_second","action","body"
"subj_29","remember something","get sick",0.28,"causal_pairs_second","mind","body"
"subj_29","kick something","get sick",0.65,"causal_pairs_second","action","body"
"subj_29","experience pain","get sick",0.1,"causal_pairs_second","body","body"
"subj_29","become hungry","get sick",0.02,"causal_pairs_second","body","body"
"subj_29","feel scared","get sick",0.02,"causal_pairs_second","body","body"
"subj_29","hear something","get sick",0.42,"causal_pairs_second","mind","body"
"subj_29","see something","get sick",0.37,"causal_pairs_second","mind","body"
"subj_29","jump up and down","take a walk",0.03,"causal_pairs_second","action","action"
"subj_29","think about something","take a walk",0.7,"causal_pairs_second","mind","action"
"subj_29","get tired","take a walk",0.7,"causal_pairs_second","body","action"
"subj_29","choose what to do","take a walk",0.82,"causal_pairs_second","mind","action"
"subj_29","sit down","take a walk",0.2,"causal_pairs_second","action","action"
"subj_29","get sick","take a walk",0.64,"causal_pairs_second","body","action"
"subj_29","reach for something","take a walk",0.05,"causal_pairs_second","action","action"
"subj_29","remember something","take a walk",0.73,"causal_pairs_second","mind","action"
"subj_29","kick something","take a walk",0.13,"causal_pairs_second","action","action"
"subj_29","experience pain","take a walk",0.63,"causal_pairs_second","body","action"
"subj_29","become hungry","take a walk",0.77,"causal_pairs_second","body","action"
"subj_29","feel scared","take a walk",0.55,"causal_pairs_second","body","action"
"subj_29","hear something","take a walk",0.83,"causal_pairs_second","mind","action"
"subj_29","see something","take a walk",0.88,"causal_pairs_second","mind","action"
"subj_29","jump up and down","reach for something",0.03,"causal_pairs_second","action","action"
"subj_29","think about something","reach for something",0.84,"causal_pairs_second","mind","action"
"subj_29","get tired","reach for something",0.74,"causal_pairs_second","body","action"
"subj_29","choose what to do","reach for something",0.96,"causal_pairs_second","mind","action"
"subj_29","sit down","reach for something",0.14,"causal_pairs_second","action","action"
"subj_29","get sick","reach for something",0.71,"causal_pairs_second","body","action"
"subj_29","take a walk","reach for something",0.05,"causal_pairs_second","action","action"
"subj_29","remember something","reach for something",0.86,"causal_pairs_second","mind","action"
"subj_29","kick something","reach for something",0.01,"causal_pairs_second","action","action"
"subj_29","experience pain","reach for something",0.66,"causal_pairs_second","body","action"
"subj_29","become hungry","reach for something",0.83,"causal_pairs_second","body","action"
"subj_29","feel scared","reach for something",0.6,"causal_pairs_second","body","action"
"subj_29","hear something","reach for something",0.96,"causal_pairs_second","mind","action"
"subj_29","see something","reach for something",1,"causal_pairs_second","mind","action"
"subj_29","jump up and down","remember something",0.73,"causal_pairs_second","action","mind"
"subj_29","think about something","remember something",0.04,"causal_pairs_second","mind","mind"
"subj_29","get tired","remember something",0.41,"causal_pairs_second","body","mind"
"subj_29","choose what to do","remember something",0.12,"causal_pairs_second","mind","mind"
"subj_29","sit down","remember something",0.75,"causal_pairs_second","action","mind"
"subj_29","get sick","remember something",0.28,"causal_pairs_second","body","mind"
"subj_29","take a walk","remember something",0.73,"causal_pairs_second","action","mind"
"subj_29","reach for something","remember something",0.86,"causal_pairs_second","action","mind"
"subj_29","kick something","remember something",0.85,"causal_pairs_second","action","mind"
"subj_29","experience pain","remember something",0.49,"causal_pairs_second","body","mind"
"subj_29","become hungry","remember something",0.32,"causal_pairs_second","body","mind"
"subj_29","feel scared","remember something",0.38,"causal_pairs_second","body","mind"
"subj_29","hear something","remember something",0.03,"causal_pairs_second","mind","mind"
"subj_29","see something","remember something",0.03,"causal_pairs_second","mind","mind"
"subj_29","jump up and down","kick something",0.02,"causal_pairs_second","action","action"
"subj_29","think about something","kick something",0.85,"causal_pairs_second","mind","action"
"subj_29","get tired","kick something",0.67,"causal_pairs_second","body","action"
"subj_29","choose what to do","kick something",0.98,"causal_pairs_second","mind","action"
"subj_29","sit down","kick something",0.04,"causal_pairs_second","action","action"
"subj_29","get sick","kick something",0.65,"causal_pairs_second","body","action"
"subj_29","take a walk","kick something",0.13,"causal_pairs_second","action","action"
"subj_29","reach for something","kick something",0.01,"causal_pairs_second","action","action"
"subj_29","remember something","kick something",0.85,"causal_pairs_second","mind","action"
"subj_29","experience pain","kick something",0.58,"causal_pairs_second","body","action"
"subj_29","become hungry","kick something",0.77,"causal_pairs_second","body","action"
"subj_29","feel scared","kick something",0.54,"causal_pairs_second","body","action"
"subj_29","hear something","kick something",0.97,"causal_pairs_second","mind","action"
"subj_29","see something","kick something",0.99,"causal_pairs_second","mind","action"
"subj_29","jump up and down","experience pain",0.52,"causal_pairs_second","action","body"
"subj_29","think about something","experience pain",0.6,"causal_pairs_second","mind","body"
"subj_29","get tired","experience pain",0,"causal_pairs_second","body","body"
"subj_29","choose what to do","experience pain",0.71,"causal_pairs_second","mind","body"
"subj_29","sit down","experience pain",0.43,"causal_pairs_second","action","body"
"subj_29","get sick","experience pain",0.1,"causal_pairs_second","body","body"
"subj_29","take a walk","experience pain",0.63,"causal_pairs_second","action","body"
"subj_29","reach for something","experience pain",0.66,"causal_pairs_second","action","body"
"subj_29","remember something","experience pain",0.49,"causal_pairs_second","mind","body"
"subj_29","kick something","experience pain",0.58,"causal_pairs_second","action","body"
"subj_29","become hungry","experience pain",0.13,"causal_pairs_second","body","body"
"subj_29","feel scared","experience pain",0.02,"causal_pairs_second","body","body"
"subj_29","hear something","experience pain",0.63,"causal_pairs_second","mind","body"
"subj_29","see something","experience pain",0.58,"causal_pairs_second","mind","body"
"subj_29","jump up and down","become hungry",0.69,"causal_pairs_second","action","body"
"subj_29","think about something","become hungry",0.46,"causal_pairs_second","mind","body"
"subj_29","get tired","become hungry",0.02,"causal_pairs_second","body","body"
"subj_29","choose what to do","become hungry",0.55,"causal_pairs_second","mind","body"
"subj_29","sit down","become hungry",0.63,"causal_pairs_second","action","body"
"subj_29","get sick","become hungry",0.02,"causal_pairs_second","body","body"
"subj_29","take a walk","become hungry",0.77,"causal_pairs_second","action","body"
"subj_29","reach for something","become hungry",0.83,"causal_pairs_second","action","body"
"subj_29","remember something","become hungry",0.32,"causal_pairs_second","mind","body"
"subj_29","kick something","become hungry",0.77,"causal_pairs_second","action","body"
"subj_29","experience pain","become hungry",0.13,"causal_pairs_second","body","body"
"subj_29","feel scared","become hungry",0.12,"causal_pairs_second","body","body"
"subj_29","hear something","become hungry",0.45,"causal_pairs_second","mind","body"
"subj_29","see something","become hungry",0.37,"causal_pairs_second","mind","body"
"subj_29","jump up and down","feel scared",0.46,"causal_pairs_second","action","body"
"subj_29","think about something","feel scared",0.48,"causal_pairs_second","mind","body"
"subj_29","get tired","feel scared",0.04,"causal_pairs_second","body","body"
"subj_29","choose what to do","feel scared",0.59,"causal_pairs_second","mind","body"
"subj_29","sit down","feel scared",0.4,"causal_pairs_second","action","body"
"subj_29","get sick","feel scared",0.02,"causal_pairs_second","body","body"
"subj_29","take a walk","feel scared",0.55,"causal_pairs_second","action","body"
"subj_29","reach for something","feel scared",0.6,"causal_pairs_second","action","body"
"subj_29","remember something","feel scared",0.38,"causal_pairs_second","mind","body"
"subj_29","kick something","feel scared",0.54,"causal_pairs_second","action","body"
"subj_29","experience pain","feel scared",0.02,"causal_pairs_second","body","body"
"subj_29","become hungry","feel scared",0.12,"causal_pairs_second","body","body"
"subj_29","hear something","feel scared",0.52,"causal_pairs_second","mind","body"
"subj_29","see something","feel scared",0.48,"causal_pairs_second","mind","body"
"subj_29","jump up and down","hear something",0.84,"causal_pairs_second","action","mind"
"subj_29","think about something","hear something",0.03,"causal_pairs_second","mind","mind"
"subj_29","get tired","hear something",0.55,"causal_pairs_second","body","mind"
"subj_29","choose what to do","hear something",0,"causal_pairs_second","mind","mind"
"subj_29","sit down","hear something",0.88,"causal_pairs_second","action","mind"
"subj_29","get sick","hear something",0.42,"causal_pairs_second","body","mind"
"subj_29","take a walk","hear something",0.83,"causal_pairs_second","action","mind"
"subj_29","reach for something","hear something",0.96,"causal_pairs_second","action","mind"
"subj_29","remember something","hear something",0.03,"causal_pairs_second","mind","mind"
"subj_29","kick something","hear something",0.97,"causal_pairs_second","action","mind"
"subj_29","experience pain","hear something",0.63,"causal_pairs_second","body","mind"
"subj_29","become hungry","hear something",0.45,"causal_pairs_second","body","mind"
"subj_29","feel scared","hear something",0.52,"causal_pairs_second","body","mind"
"subj_29","see something","hear something",0,"causal_pairs_second","mind","mind"
"subj_29","jump up and down","see something",0.87,"causal_pairs_second","action","mind"
"subj_29","think about something","see something",0.12,"causal_pairs_second","mind","mind"
"subj_29","get tired","see something",0.49,"causal_pairs_second","body","mind"
"subj_29","choose what to do","see something",0.12,"causal_pairs_second","mind","mind"
"subj_29","sit down","see something",0.89,"causal_pairs_second","action","mind"
"subj_29","get sick","see something",0.37,"causal_pairs_second","body","mind"
"subj_29","take a walk","see something",0.88,"causal_pairs_second","action","mind"
"subj_29","reach for something","see something",1,"causal_pairs_second","action","mind"
"subj_29","remember something","see something",0.03,"causal_pairs_second","mind","mind"
"subj_29","kick something","see something",0.99,"causal_pairs_second","action","mind"
"subj_29","experience pain","see something",0.58,"causal_pairs_second","body","mind"
"subj_29","become hungry","see something",0.37,"causal_pairs_second","body","mind"
"subj_29","feel scared","see something",0.48,"causal_pairs_second","body","mind"
"subj_29","hear something","see something",0,"causal_pairs_second","mind","mind"
"subj_30","remember something","jump up and down",0.81,"causal_pairs_second","mind","action"
"subj_30","think about something","jump up and down",0.67,"causal_pairs_second","mind","action"
"subj_30","experience pain","jump up and down",0.4,"causal_pairs_second","body","action"
"subj_30","take a walk","jump up and down",0.02,"causal_pairs_second","action","action"
"subj_30","reach for something","jump up and down",0.04,"causal_pairs_second","action","action"
"subj_30","kick something","jump up and down",0.14,"causal_pairs_second","action","action"
"subj_30","see something","jump up and down",0.59,"causal_pairs_second","mind","action"
"subj_30","choose what to do","jump up and down",0.7,"causal_pairs_second","mind","action"
"subj_30","become hungry","jump up and down",0.53,"causal_pairs_second","body","action"
"subj_30","get sick","jump up and down",0.64,"causal_pairs_second","body","action"
"subj_30","feel scared","jump up and down",0.82,"causal_pairs_second","body","action"
"subj_30","get tired","jump up and down",0.46,"causal_pairs_second","body","action"
"subj_30","hear something","jump up and down",0.65,"causal_pairs_second","mind","action"
"subj_30","sit down","jump up and down",0.2,"causal_pairs_second","action","action"
"subj_30","jump up and down","remember something",0.81,"causal_pairs_second","action","mind"
"subj_30","think about something","remember something",0.05,"causal_pairs_second","mind","mind"
"subj_30","experience pain","remember something",0.4,"causal_pairs_second","body","mind"
"subj_30","take a walk","remember something",0.84,"causal_pairs_second","action","mind"
"subj_30","reach for something","remember something",0.94,"causal_pairs_second","action","mind"
"subj_30","kick something","remember something",0.77,"causal_pairs_second","action","mind"
"subj_30","see something","remember something",0.66,"causal_pairs_second","mind","mind"
"subj_30","choose what to do","remember something",0.15,"causal_pairs_second","mind","mind"
"subj_30","become hungry","remember something",0.36,"causal_pairs_second","body","mind"
"subj_30","get sick","remember something",0.51,"causal_pairs_second","body","mind"
"subj_30","feel scared","remember something",0.09,"causal_pairs_second","body","mind"
"subj_30","get tired","remember something",0.54,"causal_pairs_second","body","mind"
"subj_30","hear something","remember something",0.56,"causal_pairs_second","mind","mind"
"subj_30","sit down","remember something",0.93,"causal_pairs_second","action","mind"
"subj_30","jump up and down","think about something",0.67,"causal_pairs_second","action","mind"
"subj_30","remember something","think about something",0.05,"causal_pairs_second","mind","mind"
"subj_30","experience pain","think about something",0.33,"causal_pairs_second","body","mind"
"subj_30","take a walk","think about something",0.72,"causal_pairs_second","action","mind"
"subj_30","reach for something","think about something",0.81,"causal_pairs_second","action","mind"
"subj_30","kick something","think about something",0.67,"causal_pairs_second","action","mind"
"subj_30","see something","think about something",0.51,"causal_pairs_second","mind","mind"
"subj_30","choose what to do","think about something",0.02,"causal_pairs_second","mind","mind"
"subj_30","become hungry","think about something",0.34,"causal_pairs_second","body","mind"
"subj_30","get sick","think about something",0.52,"causal_pairs_second","body","mind"
"subj_30","feel scared","think about something",0.06,"causal_pairs_second","body","mind"
"subj_30","get tired","think about something",0.5,"causal_pairs_second","body","mind"
"subj_30","hear something","think about something",0.41,"causal_pairs_second","mind","mind"
"subj_30","sit down","think about something",0.83,"causal_pairs_second","action","mind"
"subj_30","jump up and down","experience pain",0.4,"causal_pairs_second","action","body"
"subj_30","remember something","experience pain",0.4,"causal_pairs_second","mind","body"
"subj_30","think about something","experience pain",0.33,"causal_pairs_second","mind","body"
"subj_30","take a walk","experience pain",0.38,"causal_pairs_second","action","body"
"subj_30","reach for something","experience pain",0.49,"causal_pairs_second","action","body"
"subj_30","kick something","experience pain",0.28,"causal_pairs_second","action","body"
"subj_30","see something","experience pain",0.69,"causal_pairs_second","mind","body"
"subj_30","choose what to do","experience pain",0.43,"causal_pairs_second","mind","body"
"subj_30","become hungry","experience pain",0.03,"causal_pairs_second","body","body"
"subj_30","get sick","experience pain",0.19,"causal_pairs_second","body","body"
"subj_30","feel scared","experience pain",0.51,"causal_pairs_second","body","body"
