subject_id,condition,first_item,middle_causal,middle_similar,third_item,response,domain_first_item,domain_third_item,domain_middle_causal,domain_middle_similar,freesort_minus_causal_distance_causal,rank_causal,freesort_minus_causal_distance_similar,rank_similar,joint_distance_difference
subj_23,Causal Chain,remember something,feel scared,think about something,hear something,Direct,mind,mind,bio,mind,0.46,3,-0.09,12,0.55
subj_24,Causal Chain,get sick,remember something,experience pain,become hungry,Intrinsic,bio,bio,mind,bio,0.52,3,-0.05,13,0.5700000000000001
subj_24,Causal Chain,take a walk,see something,jump up and down,reach for something,Direct,action,action,mind,action,0.54,6,-0.33,13,0.8700000000000001
subj_24,Causal Chain,remember something,feel scared,think about something,hear something,Intrinsic,mind,mind,bio,mind,0.46,3,-0.09,12,0.55
subj_24,Causal Chain,get tired,choose what to do,become hungry,feel scared,Direct,bio,bio,mind,bio,0.53,3,-0.12,13,0.65
subj_24,Causal Chain,choose what to do,take a walk,see something,hear something,Direct,mind,mind,action,mind,0.49,1,-0.13,13,0.62
subj_24,Causal Chain,become hungry,think about something,get tired,feel scared,Direct,bio,bio,mind,bio,0.7,1,-0.06,13,0.76
subj_24,Causal Chain,see something,take a walk,remember something,hear something,Direct,mind,mind,action,mind,0.58,1,0.05,13,0.5299999999999999
subj_24,Causal Chain,sit down,experience pain,take a walk,jump up and down,Direct,action,action,bio,action,0.4,5,-0.57,13,0.97
subj_24,Causal Chain,jump up and down,get tired,take a walk,sit down,Direct,action,action,bio,action,0.66,2,-0.4,13,1.06
subj_25,Causal Chain,sit down,experience pain,take a walk,jump up and down,Direct,action,action,bio,action,0.4,5,-0.57,13,0.97
subj_25,Causal Chain,jump up and down,get tired,take a walk,sit down,Direct,action,action,bio,action,0.66,2,-0.4,13,1.06
subj_25,Causal Chain,remember something,feel scared,think about something,hear something,Direct,mind,mind,bio,mind,0.46,3,-0.09,12,0.55
subj_25,Causal Chain,take a walk,see something,jump up and down,reach for something,Direct,action,action,mind,action,0.54,6,-0.33,13,0.8700000000000001
subj_25,Causal Chain,see something,take a walk,remember something,hear something,Direct,mind,mind,action,mind,0.58,1,0.05,13,0.5299999999999999
subj_25,Causal Chain,get sick,remember something,experience pain,become hungry,Intrinsic,bio,bio,mind,bio,0.52,3,-0.05,13,0.5700000000000001
subj_25,Causal Chain,become hungry,think about something,get tired,feel scared,Direct,bio,bio,mind,bio,0.7,1,-0.06,13,0.76
subj_25,Causal Chain,choose what to do,take a walk,see something,hear something,Direct,mind,mind,action,mind,0.49,1,-0.13,13,0.62
subj_25,Causal Chain,get tired,choose what to do,become hungry,feel scared,Direct,bio,bio,mind,bio,0.53,3,-0.12,13,0.65
subj_26,Intrinsic Cause,get sick,remember something,experience pain,become hungry,Intrinsic,bio,bio,mind,bio,0.52,3,-0.05,13,0.5700000000000001
subj_26,Intrinsic Cause,sit down,experience pain,take a walk,jump up and down,Intrinsic,action,action,bio,action,0.4,5,-0.57,13,0.97
subj_26,Intrinsic Cause,remember something,feel scared,think about something,hear something,Intrinsic,mind,mind,bio,mind,0.46,3,-0.09,12,0.55
subj_26,Intrinsic Cause,get tired,choose what to do,become hungry,feel scared,Intrinsic,bio,bio,mind,bio,0.53,3,-0.12,13,0.65
subj_26,Intrinsic Cause,become hungry,think about something,get tired,feel scared,Intrinsic,bio,bio,mind,bio,0.7,1,-0.06,13,0.76
subj_26,Intrinsic Cause,see something,take a walk,remember something,hear something,Intrinsic,mind,mind,action,mind,0.58,1,0.05,13,0.5299999999999999
subj_26,Intrinsic Cause,jump up and down,get tired,take a walk,sit down,Intrinsic,action,action,bio,action,0.66,2,-0.4,13,1.06
subj_26,Intrinsic Cause,choose what to do,take a walk,see something,hear something,Intrinsic,mind,mind,action,mind,0.49,1,-0.13,13,0.62
subj_26,Intrinsic Cause,take a walk,see something,jump up and down,reach for something,Intrinsic,action,action,mind,action,0.54,6,-0.33,13,0.8700000000000001
subj_27,Intrinsic Cause,get tired,choose what to do,become hungry,feel scared,Intrinsic,bio,bio,mind,bio,0.53,3,-0.12,13,0.65
subj_27,Intrinsic Cause,jump up and down,get tired,take a walk,sit down,Intrinsic,action,action,bio,action,0.66,2,-0.4,13,1.06
subj_27,Intrinsic Cause,sit down,experience pain,take a walk,jump up and down,Intrinsic,action,action,bio,action,0.4,5,-0.57,13,0.97
subj_27,Intrinsic Cause,get sick,remember something,experience pain,become hungry,Intrinsic,bio,bio,mind,bio,0.52,3,-0.05,13,0.5700000000000001
subj_27,Intrinsic Cause,see something,take a walk,remember something,hear something,Intrinsic,mind,mind,action,mind,0.58,1,0.05,13,0.5299999999999999
subj_27,Intrinsic Cause,take a walk,see something,jump up and down,reach for something,Intrinsic,action,action,mind,action,0.54,6,-0.33,13,0.8700000000000001
subj_27,Intrinsic Cause,remember something,feel scared,think about something,hear something,Intrinsic,mind,mind,bio,mind,0.46,3,-0.09,12,0.55
subj_27,Intrinsic Cause,choose what to do,take a walk,see something,hear something,Intrinsic,mind,mind,action,mind,0.49,1,-0.13,13,0.62
subj_27,Intrinsic Cause,become hungry,think about something,get tired,feel scared,Intrinsic,bio,bio,mind,bio,0.7,1,-0.06,13,0.76
subj_28,Intrinsic Cause,remember something,feel scared,think about something,hear something,Intrinsic,mind,mind,bio,mind,0.46,3,-0.09,12,0.55
subj_28,Intrinsic Cause,sit down,experience pain,take a walk,jump up and down,Intrinsic,action,action,bio,action,0.4,5,-0.57,13,0.97
subj_28,Intrinsic Cause,choose what to do,take a walk,see something,hear something,Intrinsic,mind,mind,action,mind,0.49,1,-0.13,13,0.62
subj_28,Intrinsic Cause,take a walk,see something,jump up and down,reach for something,Direct,action,action,mind,action,0.54,6,-0.33,13,0.8700000000000001
subj_28,Intrinsic Cause,become hungry,think about something,get tired,feel scared,Intrinsic,bio,bio,mind,bio,0.7,1,-0.06,13,0.76
subj_28,Intrinsic Cause,jump up and down,get tired,take a walk,sit down,Intrinsic,action,action,bio,action,0.66,2,-0.4,13,1.06
subj_28,Intrinsic Cause,see something,take a walk,remember something,hear something,Intrinsic,mind,mind,action,mind,0.58,1,0.05,13,0.5299999999999999
subj_28,Intrinsic Cause,get sick,remember something,experience pain,become hungry,Intrinsic,bio,bio,mind,bio,0.52,3,-0.05,13,0.5700000000000001
subj_28,Intrinsic Cause,get tired,choose what to do,become hungry,feel scared,Intrinsic,bio,bio,mind,bio,0.53,3,-0.12,13,0.65
subj_29,Intrinsic Cause,take a walk,see something,jump up and down,reach for something,Intrinsic,action,action,mind,action,0.54,6,-0.33,13,0.8700000000000001
subj_29,Intrinsic Cause,see something,take a walk,remember something,hear something,Intrinsic,mind,mind,action,mind,0.58,1,0.05,13,0.5299999999999999
subj_29,Intrinsic Cause,get sick,remember something,experience pain,become hungry,Intrinsic,bio,bio,mind,bio,0.52,3,-0.05,13,0.5700000000000001
subj_29,Intrinsic Cause,jump up and down,get tired,take a walk,sit down,Intrinsic,action,action,bio,action,0.66,2,-0.4,13,1.06
subj_29,Intrinsic Cause,sit down,experience pain,take a walk,jump up and down,Intrinsic,action,action,bio,action,0.4,5,-0.57,13,0.97
subj_29,Intrinsic Cause,become hungry,think about something,get tired,feel scared,Direct,bio,bio,mind,bio,0.7,1,-0.06,13,0.76
subj_29,Intrinsic Cause,choose what to do,take a walk,see something,hear something,Intrinsic,mind,mind,action,mind,0.49,1,-0.13,13,0.62
subj_29,Intrinsic Cause,remember something,feel scared,think about something,hear something,Intrinsic,mind,mind,bio,mind,0.46,3,-0.09,12,0.55
subj_29,Intrinsic Cause,get tired,choose what to do,become hungry,feel scared,Intrinsic,bio,bio,mind,bio,0.53,3,-0.12,13,0.65
subj_30,Causal Chain,become hungry,think about something,get tired,feel scared,Direct,bio,bio,mind,bio,0.7,1,-0.06,13,0.76
subj_30,Causal Chain,sit down,experience pain,take a walk,jump up and down,Direct,action,action,bio,action,0.4,5,-0.57,13,0.97
subj_30,Causal Chain,see something,take a walk,remember something,hear something,Direct,mind,mind,action,mind,0.58,1,0.05,13,0.5299999999999999
subj_30,Causal Chain,take a walk,see something,jump up and down,reach for something,Direct,action,action,mind,action,0.54,6,-0.33,13,0.8700000000000001
subj_30,Causal Chain,get sick,remember something,experience pain,become hungry,Intrinsic,bio,bio,mind,bio,0.52,3,-0.05,13,0.5700000000000001
subj_30,Causal Chain,jump up and down,get tired,take a walk,sit down,Direct,action,action,bio,action,0.66,2,-0.4,13,1.06
subj_30,Causal Chain,remember something,feel scared,think about something,hear something,Direct,mind,mind,bio,mind,0.46,3,-0.09,12,0.55
subj_30,Causal Chain,get tired,choose what to do,become hungry,feel scared,Intrinsic,bio,bio,mind,bio,0.53,3,-0.12,13,0.65
subj_30,Causal Chain,choose what to do,take a walk,see something,hear something,Direct,mind,mind,action,mind,0.49,1,-0.13,13,0.62
subj_31,Intrinsic Cause,sit down,experience pain,take a walk,jump up and down,Intrinsic,action,action,bio,action,0.4,5,-0.57,13,0.97
subj_31,Intrinsic Cause,see something,take a walk,remember something,hear something,Intrinsic,mind,mind,action,mind,0.58,1,0.05,13,0.5299999999999999
subj_31,Intrinsic Cause,remember something,feel scared,think about something,hear something,Intrinsic,mind,mind,bio,mind,0.46,3,-0.09,12,0.55
subj_31,Intrinsic Cause,become hungry,think about something,get tired,feel scared,Intrinsic,bio,bio,mind,bio,0.7,1,-0.06,13,0.76
subj_31,Intrinsic Cause,choose what to do,take a walk,see something,hear something,Intrinsic,mind,mind,action,mind,0.49,1,-0.13,13,0.62
subj_31,Intrinsic Cause,take a walk,see something,jump up and down,reach for something,Direct,action,action,mind,action,0.54,6,-0.33,13,0.8700000000000001
subj_31,Intrinsic Cause,jump up and down,get tired,take a walk,sit down,Intrinsic,action,action,bio,action,0.66,2,-0.4,13,1.06
subj_31,Intrinsic Cause,get tired,choose what to do,become hungry,feel scared,Intrinsic,bio,bio,mind,bio,0.53,3,-0.12,13,0.65
subj_31,Intrinsic Cause,get sick,remember something,experience pain,become hungry,Intrinsic,bio,bio,mind,bio,0.52,3,-0.05,13,0.5700000000000001
subj_32,Causal Chain,get sick,remember something,experience pain,become hungry,Intrinsic,bio,bio,mind,bio,0.52,3,-0.05,13,0.5700000000000001
subj_32,Causal Chain,sit down,experience pain,take a walk,jump up and down,Direct,action,action,bio,action,0.4,5,-0.57,13,0.97
subj_32,Causal Chain,become hungry,think about something,get tired,feel scared,Intrinsic,bio,bio,mind,bio,0.7,1,-0.06,13,0.76
subj_32,Causal Chain,see something,take a walk,remember something,hear something,Direct,mind,mind,action,mind,0.58,1,0.05,13,0.5299999999999999
subj_32,Causal Chain,take a walk,see something,jump up and down,reach for something,Direct,action,action,mind,action,0.54,6,-0.33,13,0.8700000000000001
subj_32,Causal Chain,get tired,choose what to do,become hungry,feel scared,Intrinsic,bio,bio,mind,bio,0.53,3,-0.12,13,0.65
subj_32,Causal Chain,remember something,feel scared,think about something,hear something,Intrinsic,mind,mind,bio,mind,0.46,3,-0.09,12,0.55
subj_32,Causal Chain,jump up and down,get tired,take a walk,sit down,Direct,action,action,bio,action,0.66,2,-0.4,13,1.06
subj_32,Causal Chain,choose what to do,take a walk,see something,hear something,Direct,mind,mind,action,mind,0.49,1,-0.13,13,0.62
subj_33,Intrinsic Cause,jump up and down,get tired,take a walk,sit down,Direct,action,action,bio,action,0.66,2,-0.4,13,1.06
subj_33,Intrinsic Cause,see something,take a walk,remember something,hear something,Intrinsic,mind,mind,action,mind,0.58,1,0.05,13,0.5299999999999999
subj_33,Intrinsic Cause,remember something,feel scared,think about something,hear something,Intrinsic,mind,mind,bio,mind,0.46,3,-0.09,12,0.55
subj_33,Intrinsic Cause,take a walk,see something,jump up and down,reach for something,Direct,action,action,mind,action,0.54,6,-0.33,13,0.8700000000000001
subj_33,Intrinsic Cause,sit down,experience pain,take a walk,jump up and down,Intrinsic,action,action,bio,action,0.4,5,-0.57,13,0.97
subj_33,Intrinsic Cause,get tired,choose what to do,become hungry,feel scared,Intrinsic,bio,bio,mind,bio,0.53,3,-0.12,13,0.65
subj_33,Intrinsic Cause,choose what to do,take a walk,see something,hear something,Intrinsic,mind,mind,action,mind,0.49,1,-0.13,13,0.62
subj_33,Intrinsic Cause,get sick,remember something,experience pain,become hungry,Intrinsic,bio,bio,mind,bio,0.52,3,-0.05,13,0.5700000000000001
subj_33,Intrinsic Cause,become hungry,think about something,get tired,feel scared,Intrinsic,bio,bio,mind,bio,0.7,1,-0.06,13,0.76
subj_34,Intrinsic Cause,remember something,feel scared,think about something,hear something,Intrinsic,mind,mind,bio,mind,0.46,3,-0.09,12,0.55
subj_34,Intrinsic Cause,see something,take a walk,remember something,hear something,Intrinsic,mind,mind,action,mind,0.58,1,0.05,13,0.5299999999999999
subj_34,Intrinsic Cause,choose what to do,take a walk,see something,hear something,Intrinsic,mind,mind,action,mind,0.49,1,-0.13,13,0.62
subj_34,Intrinsic Cause,take a walk,see something,jump up and down,reach for something,Intrinsic,action,action,mind,action,0.54,6,-0.33,13,0.8700000000000001
subj_34,Intrinsic Cause,become hungry,think about something,get tired,feel scared,Intrinsic,bio,bio,mind,bio,0.7,1,-0.06,13,0.76
subj_34,Intrinsic Cause,get tired,choose what to do,become hungry,feel scared,Intrinsic,bio,bio,mind,bio,0.53,3,-0.12,13,0.65
subj_34,Intrinsic Cause,jump up and down,get tired,take a walk,sit down,Intrinsic,action,action,bio,action,0.66,2,-0.4,13,1.06
subj_34,Intrinsic Cause,get sick,remember something,experience pain,become hungry,Intrinsic,bio,bio,mind,bio,0.52,3,-0.05,13,0.5700000000000001
subj_34,Intrinsic Cause,sit down,experience pain,take a walk,jump up and down,Intrinsic,action,action,bio,action,0.4,5,-0.57,13,0.97
subj_35,Intrinsic Cause,get sick,remember something,experience pain,become hungry,Intrinsic,bio,bio,mind,bio,0.52,3,-0.05,13,0.5700000000000001
subj_35,Intrinsic Cause,remember something,feel scared,think about something,hear something,Intrinsic,mind,mind,bio,mind,0.46,3,-0.09,12,0.55
subj_35,Intrinsic Cause,get tired,choose what to do,become hungry,feel scared,Direct,bio,bio,mind,bio,0.53,3,-0.12,13,0.65
subj_35,Intrinsic Cause,take a walk,see something,jump up and down,reach for something,Intrinsic,action,action,mind,action,0.54,6,-0.33,13,0.8700000000000001
subj_35,Intrinsic Cause,jump up and down,get tired,take a walk,sit down,Intrinsic,action,action,bio,action,0.66,2,-0.4,13,1.06
subj_35,Intrinsic Cause,become hungry,think about something,get tired,feel scared,Intrinsic,bio,bio,mind,bio,0.7,1,-0.06,13,0.76
subj_35,Intrinsic Cause,sit down,experience pain,take a walk,jump up and down,Intrinsic,action,action,bio,action,0.4,5,-0.57,13,0.97
subj_35,Intrinsic Cause,choose what to do,take a walk,see something,hear something,Direct,mind,mind,action,mind,0.49,1,-0.13,13,0.62
subj_35,Intrinsic Cause,see something,take a walk,remember something,hear something,Intrinsic,mind,mind,action,mind,0.58,1,0.05,13,0.5299999999999999
subj_36,Causal Chain,choose what to do,take a walk,see something,hear something,Intrinsic,mind,mind,action,mind,0.49,1,-0.13,13,0.62
subj_36,Causal Chain,remember something,feel scared,think about something,hear something,Direct,mind,mind,bio,mind,0.46,3,-0.09,12,0.55
subj_36,Causal Chain,get sick,remember something,experience pain,become hungry,Intrinsic,bio,bio,mind,bio,0.52,3,-0.05,13,0.5700000000000001
subj_36,Causal Chain,take a walk,see something,jump up and down,reach for something,Direct,action,action,mind,action,0.54,6,-0.33,13,0.8700000000000001
subj_36,Causal Chain,sit down,experience pain,take a walk,jump up and down,Direct,action,action,bio,action,0.4,5,-0.57,13,0.97
subj_36,Causal Chain,get tired,choose what to do,become hungry,feel scared,Direct,bio,bio,mind,bio,0.53,3,-0.12,13,0.65
subj_36,Causal Chain,jump up and down,get tired,take a walk,sit down,Direct,action,action,bio,action,0.66,2,-0.4,13,1.06
subj_36,Causal Chain,become hungry,think about something,get tired,feel scared,Intrinsic,bio,bio,mind,bio,0.7,1,-0.06,13,0.76
subj_36,Causal Chain,see something,take a walk,remember something,hear something,Direct,mind,mind,action,mind,0.58,1,0.05,13,0.5299999999999999
subj_37,Causal Chain,choose what to do,take a walk,see something,hear something,Intrinsic,mind,mind,action,mind,0.49,1,-0.13,13,0.62
subj_37,Causal Chain,jump up and down,get tired,take a walk,sit down,Direct,action,action,bio,action,0.66,2,-0.4,13,1.06
subj_37,Causal Chain,get tired,choose what to do,become hungry,feel scared,Intrinsic,bio,bio,mind,bio,0.53,3,-0.12,13,0.65
subj_37,Causal Chain,take a walk,see something,jump up and down,reach for something,Direct,action,action,mind,action,0.54,6,-0.33,13,0.8700000000000001
subj_37,Causal Chain,remember something,feel scared,think about something,hear something,Direct,mind,mind,bio,mind,0.46,3,-0.09,12,0.55
subj_37,Causal Chain,get sick,remember something,experience pain,become hungry,Direct,bio,bio,mind,bio,0.52,3,-0.05,13,0.5700000000000001
subj_37,Causal Chain,sit down,experience pain,take a walk,jump up and down,Direct,action,action,bio,action,0.4,5,-0.57,13,0.97
subj_37,Causal Chain,see something,take a walk,remember something,hear something,Direct,mind,mind,action,mind,0.58,1,0.05,13,0.5299999999999999
subj_37,Causal Chain,become hungry,think about something,get tired,feel scared,Direct,bio,bio,mind,bio,0.7,1,-0.06,13,0.76
subj_38,Intrinsic Cause,get sick,remember something,experience pain,become hungry,Intrinsic,bio,bio,mind,bio,0.52,3,-0.05,13,0.5700000000000001
subj_38,Intrinsic Cause,jump up and down,get tired,take a walk,sit down,Intrinsic,action,action,bio,action,0.66,2,-0.4,13,1.06
subj_38,Intrinsic Cause,remember something,feel scared,think about something,hear something,Intrinsic,mind,mind,bio,mind,0.46,3,-0.09,12,0.55
subj_38,Intrinsic Cause,sit down,experience pain,take a walk,jump up and down,Intrinsic,action,action,bio,action,0.4,5,-0.57,13,0.97
subj_38,Intrinsic Cause,take a walk,see something,jump up and down,reach for something,Intrinsic,action,action,mind,action,0.54,6,-0.33,13,0.8700000000000001
subj_38,Intrinsic Cause,see something,take a walk,remember something,hear something,Intrinsic,mind,mind,action,mind,0.58,1,0.05,13,0.5299999999999999
subj_38,Intrinsic Cause,get tired,choose what to do,become hungry,feel scared,Intrinsic,bio,bio,mind,bio,0.53,3,-0.12,13,0.65
subj_38,Intrinsic Cause,become hungry,think about something,get tired,feel scared,Direct,bio,bio,mind,bio,0.7,1,-0.06,13,0.76
subj_38,Intrinsic Cause,choose what to do,take a walk,see something,hear something,Intrinsic,mind,mind,action,mind,0.49,1,-0.13,13,0.62
subj_39,Causal Chain,get tired,choose what to do,become hungry,feel scared,Intrinsic,bio,bio,mind,bio,0.53,3,-0.12,13,0.65
subj_39,Causal Chain,get sick,remember something,experience pain,become hungry,Intrinsic,bio,bio,mind,bio,0.52,3,-0.05,13,0.5700000000000001
subj_39,Causal Chain,remember something,feel scared,think about something,hear something,Direct,mind,mind,bio,mind,0.46,3,-0.09,12,0.55
subj_39,Causal Chain,choose what to do,take a walk,see something,hear something,Direct,mind,mind,action,mind,0.49,1,-0.13,13,0.62
subj_39,Causal Chain,take a walk,see something,jump up and down,reach for something,Direct,action,action,mind,action,0.54,6,-0.33,13,0.8700000000000001
subj_39,Causal Chain,jump up and down,get tired,take a walk,sit down,Direct,action,action,bio,action,0.66,2,-0.4,13,1.06
subj_39,Causal Chain,sit down,experience pain,take a walk,jump up and down,Direct,action,action,bio,action,0.4,5,-0.57,13,0.97
subj_39,Causal Chain,become hungry,think about something,get tired,feel scared,Direct,bio,bio,mind,bio,0.7,1,-0.06,13,0.76
subj_39,Causal Chain,see something,take a walk,remember something,hear something,Intrinsic,mind,mind,action,mind,0.58,1,0.05,13,0.5299999999999999
subj_40,Intrinsic Cause,choose what to do,take a walk,see something,hear something,Intrinsic,mind,mind,action,mind,0.49,1,-0.13,13,0.62
subj_40,Intrinsic Cause,get sick,remember something,experience pain,become hungry,Intrinsic,bio,bio,mind,bio,0.52,3,-0.05,13,0.5700000000000001
subj_40,Intrinsic Cause,become hungry,think about something,get tired,feel scared,Intrinsic,bio,bio,mind,bio,0.7,1,-0.06,13,0.76
subj_40,Intrinsic Cause,take a walk,see something,jump up and down,reach for something,Intrinsic,action,action,mind,action,0.54,6,-0.33,13,0.8700000000000001
subj_40,Intrinsic Cause,sit down,experience pain,take a walk,jump up and down,Intrinsic,action,action,bio,action,0.4,5,-0.57,13,0.97
subj_40,Intrinsic Cause,see something,take a walk,remember something,hear something,Intrinsic,mind,mind,action,mind,0.58,1,0.05,13,0.5299999999999999
subj_40,Intrinsic Cause,jump up and down,get tired,take a walk,sit down,Intrinsic,action,action,bio,action,0.66,2,-0.4,13,1.06
subj_40,Intrinsic Cause,get tired,choose what to do,become hungry,feel scared,Intrinsic,bio,bio,mind,bio,0.53,3,-0.12,13,0.65
subj_40,Intrinsic Cause,remember something,feel scared,think about something,hear something,Intrinsic,mind,mind,bio,mind,0.46,3,-0.09,12,0.55
subj_41,Intrinsic Cause,remember something,feel scared,think about something,hear something,Intrinsic,mind,mind,bio,mind,0.46,3,-0.09,12,0.55
subj_41,Intrinsic Cause,sit down,experience pain,take a walk,jump up and down,Intrinsic,action,action,bio,action,0.4,5,-0.57,13,0.97
subj_41,Intrinsic Cause,get sick,remember something,experience pain,become hungry,Intrinsic,bio,bio,mind,bio,0.52,3,-0.05,13,0.5700000000000001
subj_41,Intrinsic Cause,choose what to do,take a walk,see something,hear something,Intrinsic,mind,mind,action,mind,0.49,1,-0.13,13,0.62
subj_41,Intrinsic Cause,get tired,choose what to do,become hungry,feel scared,Intrinsic,bio,bio,mind,bio,0.53,3,-0.12,13,0.65
subj_41,Intrinsic Cause,see something,take a walk,remember something,hear something,Intrinsic,mind,mind,action,mind,0.58,1,0.05,13,0.5299999999999999
subj_41,Intrinsic Cause,take a walk,see something,jump up and down,reach for something,Intrinsic,action,action,mind,action,0.54,6,-0.33,13,0.8700000000000001
subj_41,Intrinsic Cause,jump up and down,get tired,take a walk,sit down,Intrinsic,action,action,bio,action,0.66,2,-0.4,13,1.06
subj_41,Intrinsic Cause,become hungry,think about something,get tired,feel scared,Intrinsic,bio,bio,mind,bio,0.7,1,-0.06,13,0.76
subj_42,Causal Chain,jump up and down,get tired,take a walk,sit down,Direct,action,action,bio,action,0.66,2,-0.4,13,1.06
subj_42,Causal Chain,become hungry,think about something,get tired,feel scared,Direct,bio,bio,mind,bio,0.7,1,-0.06,13,0.76
subj_42,Causal Chain,see something,take a walk,remember something,hear something,Direct,mind,mind,action,mind,0.58,1,0.05,13,0.5299999999999999
subj_42,Causal Chain,get sick,remember something,experience pain,become hungry,Direct,bio,bio,mind,bio,0.52,3,-0.05,13,0.5700000000000001
subj_42,Causal Chain,sit down,experience pain,take a walk,jump up and down,Intrinsic,action,action,bio,action,0.4,5,-0.57,13,0.97
subj_42,Causal Chain,remember something,feel scared,think about something,hear something,Direct,mind,mind,bio,mind,0.46,3,-0.09,12,0.55
subj_42,Causal Chain,take a walk,see something,jump up and down,reach for something,Direct,action,action,mind,action,0.54,6,-0.33,13,0.8700000000000001
subj_42,Causal Chain,choose what to do,take a walk,see something,hear something,Direct,mind,mind,action,mind,0.49,1,-0.13,13,0.62
subj_42,Causal Chain,get tired,choose what to do,become hungry,feel scared,Direct,bio,bio,mind,bio,0.53,3,-0.12,13,0.65
subj_43,Intrinsic Cause,see something,take a walk,remember something,hear something,Intrinsic,mind,mind,action,mind,0.58,1,0.05,13,0.5299999999999999
subj_43,Intrinsic Cause,take a walk,see something,jump up and down,reach for something,Intrinsic,action,action,mind,action,0.54,6,-0.33,13,0.8700000000000001
subj_43,Intrinsic Cause,remember something,feel scared,think about something,hear something,Intrinsic,mind,mind,bio,mind,0.46,3,-0.09,12,0.55
subj_43,Intrinsic Cause,jump up and down,get tired,take a walk,sit down,Intrinsic,action,action,bio,action,0.66,2,-0.4,13,1.06
subj_43,Intrinsic Cause,get sick,remember something,experience pain,become hungry,Intrinsic,bio,bio,mind,bio,0.52,3,-0.05,13,0.5700000000000001
subj_43,Intrinsic Cause,sit down,experience pain,take a walk,jump up and down,Intrinsic,action,action,bio,action,0.4,5,-0.57,13,0.97
subj_43,Intrinsic Cause,choose what to do,take a walk,see something,hear something,Direct,mind,mind,action,mind,0.49,1,-0.13,13,0.62
subj_43,Intrinsic Cause,become hungry,think about something,get tired,feel scared,Intrinsic,bio,bio,mind,bio,0.7,1,-0.06,13,0.76
subj_43,Intrinsic Cause,get tired,choose what to do,become hungry,feel scared,Intrinsic,bio,bio,mind,bio,0.53,3,-0.12,13,0.65
subj_44,Intrinsic Cause,remember something,feel scared,think about something,hear something,Intrinsic,mind,mind,bio,mind,0.46,3,-0.09,12,0.55
subj_44,Intrinsic Cause,sit down,experience pain,take a walk,jump up and down,Intrinsic,action,action,bio,action,0.4,5,-0.57,13,0.97
subj_44,Intrinsic Cause,get tired,choose what to do,become hungry,feel scared,Intrinsic,bio,bio,mind,bio,0.53,3,-0.12,13,0.65
subj_44,Intrinsic Cause,become hungry,think about something,get tired,feel scared,Intrinsic,bio,bio,mind,bio,0.7,1,-0.06,13,0.76
subj_44,Intrinsic Cause,jump up and down,get tired,take a walk,sit down,Intrinsic,action,action,bio,action,0.66,2,-0.4,13,1.06
subj_44,Intrinsic Cause,get sick,remember something,experience pain,become hungry,Intrinsic,bio,bio,mind,bio,0.52,3,-0.05,13,0.5700000000000001
subj_44,Intrinsic Cause,choose what to do,take a walk,see something,hear something,Intrinsic,mind,mind,action,mind,0.49,1,-0.13,13,0.62
subj_44,Intrinsic Cause,see something,take a walk,remember something,hear something,Intrinsic,mind,mind,action,mind,0.58,1,0.05,13,0.5299999999999999
subj_44,Intrinsic Cause,take a walk,see something,jump up and down,reach for something,Direct,action,action,mind,action,0.54,6,-0.33,13,0.8700000000000001
subj_45,Causal Chain,get tired,choose what to do,become hungry,feel scared,Direct,bio,bio,mind,bio,0.53,3,-0.12,13,0.65
subj_45,Causal Chain,get sick,remember something,experience pain,become hungry,Direct,bio,bio,mind,bio,0.52,3,-0.05,13,0.5700000000000001
subj_45,Causal Chain,remember something,feel scared,think about something,hear something,Direct,mind,mind,bio,mind,0.46,3,-0.09,12,0.55
subj_45,Causal Chain,choose what to do,take a walk,see something,hear something,Intrinsic,mind,mind,action,mind,0.49,1,-0.13,13,0.62
subj_45,Causal Chain,take a walk,see something,jump up and down,reach for something,Direct,action,action,mind,action,0.54,6,-0.33,13,0.8700000000000001
subj_45,Causal Chain,become hungry,think about something,get tired,feel scared,Direct,bio,bio,mind,bio,0.7,1,-0.06,13,0.76
subj_45,Causal Chain,sit down,experience pain,take a walk,jump up and down,Direct,action,action,bio,action,0.4,5,-0.57,13,0.97
subj_45,Causal Chain,jump up and down,get tired,take a walk,sit down,Direct,action,action,bio,action,0.66,2,-0.4,13,1.06
subj_45,Causal Chain,see something,take a walk,remember something,hear something,Direct,mind,mind,action,mind,0.58,1,0.05,13,0.5299999999999999
subj_46,Intrinsic Cause,take a walk,see something,jump up and down,reach for something,Intrinsic,action,action,mind,action,0.54,6,-0.33,13,0.8700000000000001
subj_46,Intrinsic Cause,jump up and down,get tired,take a walk,sit down,Intrinsic,action,action,bio,action,0.66,2,-0.4,13,1.06
subj_46,Intrinsic Cause,choose what to do,take a walk,see something,hear something,Intrinsic,mind,mind,action,mind,0.49,1,-0.13,13,0.62
subj_46,Intrinsic Cause,become hungry,think about something,get tired,feel scared,Intrinsic,bio,bio,mind,bio,0.7,1,-0.06,13,0.76
subj_46,Intrinsic Cause,get sick,remember something,experience pain,become hungry,Intrinsic,bio,bio,mind,bio,0.52,3,-0.05,13,0.5700000000000001
subj_46,Intrinsic Cause,remember something,feel scared,think about something,hear something,Intrinsic,mind,mind,bio,mind,0.46,3,-0.09,12,0.55
subj_46,Intrinsic Cause,see something,take a walk,remember something,hear something,Intrinsic,mind,mind,action,mind,0.58,1,0.05,13,0.5299999999999999
